R957308,R617886
R688143,R106878
R263166,R254899
R165245,R471035
R601824,R812163
R524077,R171311
R452387,R470130
R805773,R706272
R297764,R571069
R858780,R351826
R118854,R732033
R883412,R534850
R891707,R550629
R606464,R926410
R947295,R811512
R415883,R314791
R167317,R809891
R825669,R417428
R898958,R578751
R370879,R174607
R840213,R510130
R688442,R810673
R219557,R981585
R667362,R567251
R758547,R529353
R993081,R803797
R693965,R100895
R114606,R776595
R599799,R382337
R455327,R762685
R533555,R353665
R363628,R682646
R367922,R713266
R566441,R894981
R534031,R544111
R301405,R359931
R270644,R219244
R612099,R273937
R854403,R951050
R152416,R238031
R361399,R638904
R246633,R770079
R577569,R620818
R680030,R954096
R250836,R649159
R148752,R111103
R225060,R866036
R433525,R587025
R566811,R723844
R554499,R761279
R303522,R376428
R692957,R966465
R266799,R481216
R556644,R815906
R393170,R653489
R426026,R495265
R849534,R257743
R747685,R657795
R118853,R470142
R613004,R766511
R866355,R905415
R371792,R457008
R122482,R295447
R814837,R933396
R476681,R858258
R462790,R916679
R676363,R222462
R449219,R472358
R188504,R271158
R871992,R592733
R124475,R885603
R183739,R746422
R467700,R146407
R839361,R255552
R732465,R571024
R929437,R839471
R242246,R686415
R972190,R898001
R731108,R626045
R580574,R276436
R542166,R982777
R725932,R849842
R273115,R243880
R349489,R759182
R704125,R207008
R477238,R965125
R549123,R489889
R964775,R489972
R343051,R682321
R790132,R347494
R648248,R712987
R577447,R892864
R326936,R286587
R220714,R922238
R765793,R638625
R703512,R540051
R495487,R132174
R680654,R710839
R676996,R478471
R776742,R272981
R317063,R391785
R104401,R585907
R382342,R684220
R458104,R899548
R133958,R916583
R163398,R223677
R918558,R348978
R607923,R251545
R401661,R580719
R121013,R756608
R216255,R542693
R159120,R847466
R802210,R639903
R849135,R868628
R360254,R255921
R580803,R865500
R152379,R919139
R584891,R334323
R915414,R618370
R470329,R126767
R847131,R325063
R415822,R405055
R453997,R775181
R956441,R654895
R119112,R846132
R951613,R132838
R401026,R359761
R413316,R579333
R547960,R737669
R794139,R765076
R954603,R159975
R969250,R459682
R539100,R705087
R705943,R574847
R499278,R798914
R647745,R646934
R178739,R314562
R693806,R875874
R320037,R146598
R678593,R999892
R763530,R864596
R338006,R260178
R347897,R433946
R317595,R940131
R443940,R415130
R667429,R578549
R435120,R589384
R374149,R709288
R193031,R330131
R183412,R854131
R763087,R189517
R137530,R588077
R832448,R272831
R623630,R558662
R864410,R704663
R178635,R680338
R833326,R972354
R686251,R783540
R247378,R539817
R914041,R429050
R132673,R313136
R698336,R261712
R203438,R175904
R687866,R773835
R185533,R255679
R910000,R206013
R137328,R815233
R493188,R304371
R965597,R171732
R360227,R626566
R179198,R225525
R193561,R872211
R170223,R583176
R386831,R706825
R106653,R381361
R411796,R539696
R786987,R608817
R232642,R404688
R941285,R338903
R214904,R916066
R968340,R288549
R750986,R689894
R656248,R453967
R474606,R284050
R243888,R439254
R718090,R607006
R699923,R831823
R666219,R599523
R527005,R305743
R209164,R651931
R586046,R222030
R372794,R677724
R761597,R960894
R859772,R670796
R207442,R111546
R115874,R909807
R217745,R962948
R856113,R879653
R186991,R275341
R709775,R515135
R869961,R357478
R108896,R918944
R234304,R880204
R959813,R526431
R652881,R323650
R223131,R135184
R517864,R900278
R369484,R991693
R922684,R943377
R118486,R660689
R252945,R449565
R391773,R809181
R865726,R236726
R393440,R540820
R851727,R932106
R515953,R658085
R228299,R190025
R676598,R209550
R103941,R600716
R363343,R146411
R342730,R441295
R478715,R305530
R304467,R665951
R659407,R314846
R330776,R449127
R351698,R231416
R849610,R688822
R410408,R627808
R518672,R281154
R273513,R718283
R692099,R234698
R941074,R458029
R519770,R538204
R417062,R588127
R274480,R607841
R733009,R578822
R410636,R396603
R903713,R169832
R363506,R449073
R978381,R982721
R539778,R419578
R948173,R716482
R380172,R375749
R813103,R696219
R338963,R275194
R443069,R166759
R376744,R628911
R115023,R262172
R473180,R657043
R706287,R581277
R610728,R526853
R959469,R299746
R275137,R875954
R938662,R762373
R825784,R775047
R733077,R728676
R914446,R331119
R591136,R921512
R343790,R829421
R514316,R875702
R765081,R563667
R894942,R218646
R956914,R362832
R379588,R787803
R685208,R557155
R771546,R286139
R806593,R924714
R441389,R431337
R150355,R948244
R722165,R991566
R125483,R303169
R157900,R962542
R367653,R713095
R913398,R840535
R441004,R531054
R731635,R445274
R560951,R471090
R431472,R862062
R440978,R813190
R857074,R646423
R289216,R577949
R889548,R438402
R274082,R305867
R935015,R650896
R296279,R481938
R974625,R598055
R881186,R978952
R912243,R256055
R569771,R907876
R840418,R603206
R583937,R539385
R499224,R758816
R622540,R396996
R999142,R179402
R125192,R803530
R277406,R880551
R940197,R735020
R280768,R662976
R919463,R725931
R995010,R472349
R898187,R125156
R581922,R463256
R710491,R414603
R206630,R354892
R494729,R319450
R585229,R788574
R804381,R251977
R688756,R573646
R739483,R209757
R919289,R435183
R903046,R491532
R750939,R410502
R908178,R374378
R959077,R700003
R101830,R154858
R707813,R425083
R215439,R915359
R419956,R432350
R965095,R250082
R210481,R343762
R595585,R775371
R730446,R161213
R217454,R463698
R243521,R143248
R741332,R876406
R574987,R686295
R615738,R439061
R902885,R461484
R772032,R478746
R765330,R974640
R854303,R190694
R441587,R401019
R624586,R953142
R518204,R903332
R624068,R296501
R947517,R674330
R661034,R561653
R264043,R747493
R312452,R273060
R578226,R741590
R602967,R231280
R217631,R944077
R659551,R464008
R367509,R586217
R252977,R970386
R585651,R731538
R726086,R904905
R747762,R965840
R452339,R814482
R323825,R705755
R521886,R199886
R185410,R403912
R592924,R809580
R703174,R775149
R323627,R796533
R599784,R354255
R108448,R334226
R543052,R902594
R713024,R634557
R433637,R709094
R694603,R337308
R963741,R594859
R841359,R432542
R688115,R246962
R840670,R135263
R563574,R575481
R134898,R299550
R397086,R693129
R269338,R864087
R780815,R646635
R912283,R451745
R433542,R582563
R597442,R207459
R175065,R441952
R626392,R244066
R796883,R161668
R969533,R865124
R330551,R698895
R178330,R662852
R628138,R393624
R287211,R585525
R553489,R626928
R937364,R935031
R363618,R493010
R688616,R967489
R863675,R926381
R871444,R853424
R271582,R683662
R237704,R295800
R311499,R242443
R321840,R467595
R675319,R804039
R275309,R944983
R795674,R818336
R485209,R531089
R901648,R371894
R396592,R587584
R584579,R979009
R105533,R183455
R603867,R132083
R928547,R453544
R385275,R784393
R193714,R165719
R342419,R429371
R219974,R939559
R374338,R245880
R794685,R365539
R491949,R440192
R534815,R496875
R737489,R719170
R149260,R768930
R868273,R688776
R222330,R701872
R924539,R277270
R975431,R653754
R621548,R934059
R408840,R663906
R789127,R746025
R538391,R280557
R674653,R232217
R349834,R377159
R668650,R710606
R987915,R422751
R117616,R202495
R342866,R598752
R137183,R810781
R107578,R706803
R200119,R763881
R883977,R235269
R637765,R268343
R975253,R543088
R516152,R404616
R796859,R540449
R560880,R304842
R707027,R899691
R376833,R388180
R248735,R880201
R465556,R858231
R233916,R905122
R799652,R736779
R122227,R359645
R584312,R159941
R367499,R707313
R271852,R763396
R170320,R554029
R931190,R898218
R968586,R336392
R664102,R302758
R198334,R684251
R463125,R378281
R234425,R994861
R985712,R160773
R397436,R973983
R286006,R952702
R448114,R545737
R593991,R150667
R613564,R615847
R487207,R503145
R828387,R567594
R861603,R458500
R288477,R317605
R427535,R866473
R445203,R400542
R588501,R814285
R257532,R840724
R137330,R625037
R676282,R293472
R484121,R110925
R489855,R949357
R344815,R709104
R842524,R202938
R466247,R601576
R163012,R768709
R976629,R384110
R921220,R412648
R644443,R945710
R385563,R586937
R473377,R162993
R147218,R726947
R826526,R746807
R573258,R991518
R500413,R678322
R475678,R873856
R844881,R749130
R325885,R496007
R858289,R463085
R873939,R686588
R791292,R230821
R971438,R349028
R425459,R176567
R268544,R472767
R418877,R764345
R953254,R639582
R267264,R452205
R785672,R707764
R774136,R416495
R847491,R929084
R947451,R692021
R621159,R403424
R101899,R101197
R563564,R242898
R229568,R518482
R792478,R918734
R204823,R345032
R338626,R113461
R828201,R967813
R141121,R164979
R923585,R160035
R721051,R720001
R447867,R467222
R781178,R334990
R276987,R426353
R687822,R676717
R856048,R613231
R913791,R965702
R469619,R930457
R535938,R871534
R710489,R624555
R108202,R546861
R111699,R821674
R471594,R580967
R690498,R713172
R928152,R824100
R834938,R880082
R399918,R931260
R584150,R633709
R813607,R519835
R860636,R547203
R691776,R579546
R420944,R556335
R914362,R936631
R212026,R182458
R817375,R127096
R802668,R997243
R318877,R314248
R854233,R457455
R441430,R346647
R363477,R273095
R793758,R169388
R112675,R649300
R720144,R528525
R516970,R950071
R119699,R303743
R320671,R992679
R847366,R192916
R796521,R440139
R244040,R850729
R927111,R290447
R927485,R896371
R709258,R734652
R376815,R484808
R998987,R186103
R121948,R825998
R300760,R436805
R737878,R401931
R253800,R668713
R367125,R684330
R519640,R448733
R273117,R934976
R549368,R458111
R596445,R858542
R760895,R391407
R597867,R944815
R715720,R216078
R586640,R893194
R559210,R132495
R577393,R148406
R571969,R235550
R456681,R776884
R524193,R769253
R360696,R274712
R212794,R919366
R525313,R783521
R434768,R790814
R451431,R670508
R656960,R827051
R637354,R635177
R784972,R613046
R891137,R923184
R399395,R941342
R811868,R111482
R254299,R212782
R565908,R686547
R907695,R272418
R776673,R241605
R812124,R913409
R999957,R700329
R175332,R400183
R774691,R827746
R439190,R896166
R798510,R786657
R870607,R813547
R454104,R117808
R104701,R958938
R939259,R111400
R333576,R597093
R274415,R824073
R712112,R625004
R573776,R347746
R451253,R483579
R695847,R269377
R361945,R733087
R379682,R700044
R127301,R579613
R246125,R801830
R553499,R769592
R127965,R474796
R755833,R453812
R833887,R506902
R390005,R491458
R333768,R314093
R209795,R675839
R987634,R538431
R184686,R542821
R610200,R651956
R273925,R815985
R636794,R445045
R676839,R272454
R965506,R561292
R168739,R441029
R495791,R494953
R404445,R701460
R768065,R136116
R688426,R872261
R337559,R594682
R577181,R891382
R598890,R955994
R404055,R790824
R940882,R378400
R143539,R614283
R677069,R672560
R472728,R381729
R526578,R208433
R577325,R972194
R456387,R569498
R205559,R659629
R412406,R408651
R714685,R294868
R556524,R993732
R266119,R498079
R431910,R874951
R268463,R319352
R266636,R542737
R130676,R374439
R698751,R390974
R980839,R414743
R188806,R920549
R957783,R363518
R403767,R262913
R659649,R312340
R125727,R991296
R890190,R516369
R178039,R787568
R360110,R891121
R363839,R422035
R149017,R623418
R697245,R855633
R417218,R535044
R257572,R206681
R805297,R921319
R722077,R638664
R127895,R485479
R408113,R932661
R611727,R928790
R736260,R221904
R274339,R939843
R663085,R765622
R168104,R773204
R756677,R558018
R415696,R465762
R897210,R217292
R912219,R299689
R620406,R682544
R870688,R282661
R732312,R298512
R918271,R591963
R611240,R556511
R516062,R670734
R827193,R199428
R462315,R945274
R152894,R256845
R272337,R236091
R850435,R940268
R398180,R768153
R765406,R570687
R935590,R418922
R527653,R350231
R964581,R135535
R935727,R534802
R812946,R816528
R748839,R294922
R801562,R642101
R668474,R348808
R326828,R230495
R922862,R997560
R883144,R231240
R162390,R721284
R123214,R204558
R337307,R418489
R690056,R888638
R365295,R745260
R560219,R199996
R205976,R759502
R495093,R580006
R562126,R592149
R987166,R735446
R414470,R770823
R630073,R199366
R743994,R497558
R254278,R753706
R961303,R103841
R807033,R695968
R995461,R951946
R207604,R114063
R929775,R271700
R167173,R886262
R572481,R654637
R999120,R397181
R374604,R527098
R210696,R792578
R667811,R497886
R363277,R836132
R591319,R506899
R692707,R588412
R699803,R112004
R739217,R976217
R505055,R710849
R112094,R635990
R714223,R164332
R814394,R779997
R918697,R982086
R686801,R929553
R932339,R576403
R579174,R855622
R964812,R270681
R213798,R389861
R795069,R926736
R684857,R622017
R840412,R585380
R461894,R903201
R708371,R277637
R313269,R345750
R850553,R940407
R292199,R906447
R122534,R426121
R276316,R333270
R696318,R707498
R451804,R120946
R833856,R772296
R293452,R692447
R277956,R534244
R267007,R914529
R613342,R929885
R202543,R691445
R206719,R872410
R753211,R854841
R160575,R301085
R379246,R192632
R284241,R231424
R625537,R748248
R270287,R881282
R380354,R787306
R403783,R295668
R223110,R807510
R980898,R800737
R310685,R698195
R636222,R104595
R290391,R240752
R329062,R369595
R944481,R535645
R799762,R388104
R242943,R535512
R284269,R510003
R563880,R260344
R861279,R947396
R665300,R212298
R709610,R497646
R736305,R440156
R639644,R336185
R660016,R157794
R686665,R710723
R481044,R494324
R714919,R214102
R808470,R826746
R310893,R257398
R697772,R913340
R993501,R168984
R962188,R247572
R352051,R542316
R611391,R112176
R217809,R983963
R175653,R696170
R971560,R456791
R352778,R717439
R359496,R835672
R115250,R132581
R998040,R796305
R818430,R959898
R518968,R236837
R367349,R580418
R520105,R171759
R335768,R121781
R683746,R167056
R664825,R585677
R473073,R310454
R884939,R998291
R333739,R843560
R138836,R374661
R390630,R433439
R362559,R208071
R688941,R331518
R652945,R172701
R492353,R761365
R199337,R750052
R907972,R190615
R884530,R672790
R794725,R567963
R538984,R227535
R144167,R682418
R664639,R112574
R188270,R124307
R302009,R240532
R187983,R171610
R211013,R253815
R304727,R462516
R332046,R898830
R183795,R704867
R598853,R792100
R721436,R227761
R411284,R913298
R631766,R586739
R313719,R807466
R733366,R874386
R362379,R364132
R570824,R644852
R549524,R208241
R419358,R181424
R807388,R934950
R666336,R971712
R661789,R886454
R958018,R278526
R106965,R326545
R483685,R930406
R933984,R743473
R407509,R772268
R424027,R924742
R373008,R461071
R602422,R880698
R533918,R733636
R653144,R919095
R350242,R953324
R709536,R428163
R236006,R565821
R900629,R775990
R564229,R588020
R713368,R564497
R423929,R553123
R510539,R147646
R732706,R577158
R854837,R373525
R688972,R906152
R153698,R812837
R813000,R540007
R524535,R599748
R724952,R463720
R951263,R680667
R172910,R661772
R286396,R411500
R267380,R251249
R433456,R857506
R175045,R841857
R210686,R887774
R619411,R323966
R941576,R733235
R117852,R141003
R200917,R181947
R708352,R992551
R485433,R170923
R888228,R221818
R387312,R891939
R685417,R473815
R916762,R403819
R950783,R772827
R884051,R733799
R959947,R311538
R293615,R200658
R368767,R770985
R356025,R243193
R819616,R929224
R609158,R620379
R763793,R578956
R673832,R944502
R515751,R157482
R968027,R372323
R207946,R746624
R836253,R595057
R891969,R555537
R952461,R649411
R768423,R354518
R460467,R528342
R823192,R947592
R229169,R171461
R962861,R321995
R583222,R202982
R652395,R858735
R314628,R205594
R991031,R622233
R682388,R548000
R518873,R588218
R251392,R716891
R659205,R402277
R243893,R423163
R964872,R153297
R827271,R251588
R660318,R691607
R101612,R331038
R223744,R985548
R517331,R732025
R464821,R264553
R805119,R689620
R894724,R464920
R190870,R496543
R778061,R649433
R299990,R421363
R865800,R101877
R588862,R196026
R796173,R593323
R778538,R380466
R526483,R595391
R289700,R354733
R172448,R854493
R328914,R192376
R237107,R595049
R671604,R669582
R627543,R544616
R887003,R802615
R624852,R779773
R956805,R815641
R253923,R735147
R214985,R200627
R373026,R129289
R627217,R952041
R204716,R977508
R242143,R118316
R434308,R231306
R716236,R282147
R611370,R793722
R609894,R816526
R830372,R380902
R127804,R588176
R606516,R387217
R995100,R601201
R313055,R106672
R180914,R658186
R510645,R186027
R702670,R320899
R563882,R459809
R162436,R186637
R606744,R888969
R430576,R320846
R706286,R982370
R594625,R445868
R247267,R216602
R910846,R967212
R958680,R843152
R445768,R878927
R439133,R490942
R811801,R164360
R694752,R882748
R941220,R468370
R904967,R698503
R126475,R902925
R497934,R519573
R671957,R575285
R232305,R855338
R960813,R801625
R276674,R361690
R631640,R975411
R118353,R376922
R923369,R446330
R170189,R616478
R255957,R426379
R919603,R473362
R882957,R185415
R829109,R360928
R866598,R954830
R580347,R755804
R945061,R114757
R113424,R700364
R248848,R840202
R771859,R332812
R803882,R101772
R334125,R130196
R972503,R749964
R874637,R807450
R425069,R223915
R167447,R557488
R271611,R839606
R222203,R824327
R588760,R950208
R723037,R111480
R708201,R633497
R288500,R932527
R217282,R365041
R472956,R266892
R845970,R702231
R416785,R322402
R710718,R296440
R554608,R566609
R475756,R801248
R802592,R940582
R624992,R777311
R521024,R931709
R305006,R462384
R995062,R873487
R235405,R636867
R154276,R969569
R593288,R294112
R697422,R323581
R554982,R705857
R858993,R563869
R655672,R198022
R785032,R496304
R943491,R827248
R474149,R314854
R454704,R260440
R854001,R331339
R848434,R910904
R261176,R699069
R486234,R741489
R649046,R481307
R672923,R252801
R845770,R600553
R355271,R370032
R973901,R780009
R249218,R870443
R674122,R587193
R390709,R496598
R301197,R328840
R344496,R595357
R290640,R916622
R711217,R878983
R755525,R418654
R234365,R772832
R925781,R560166
R430577,R483811
R693263,R209174
R870357,R847582
R576471,R643819
R921606,R993678
R599424,R363904
R624132,R112553
R817513,R203236
R921691,R195923
R779224,R826351
R413816,R753058
R187199,R227373
R328573,R812532
R865326,R124583
R922456,R628445
R815347,R646203
R853614,R671165
R231635,R791492
R926765,R485175
R675806,R846569
R791893,R696626
R676412,R812726
R125872,R934357
R829006,R297841
R246678,R659943
R493953,R921071
R119600,R134371
R892286,R892665
R931067,R726782
R503003,R166955
R443424,R804725
R724683,R861436
R422799,R372543
R932511,R382462
R453604,R899419
R493959,R375425
R796014,R981603
R882307,R469578
R929063,R736930
R466047,R601073
R302313,R272214
R229537,R455573
R596544,R295569
R466905,R202011
R920855,R735816
R201442,R870725
R669298,R848705
R920197,R458667
R616860,R810005
R306817,R948849
R888204,R686153
R452025,R917815
R911588,R681635
R662466,R158140
R268341,R448363
R722301,R547562
R602479,R972347
R869220,R812667
R350338,R609907
R547805,R465303
R650344,R197143
R462313,R914491
R118508,R197438
R742259,R711630
R391927,R809705
R869848,R382787
R852940,R323070
R983882,R832318
R250072,R188028
R684386,R673785
R460171,R338847
R850558,R791311
R226797,R550138
R895292,R896374
R323520,R594219
R378578,R121706
R353976,R445674
R845747,R784326
R285443,R888943
R843792,R906288
R189788,R580658
R633346,R210148
R331771,R460780
R765861,R754897
R325101,R653763
R805346,R311700
R140287,R837176
R574258,R592406
R269723,R496211
R507077,R302207
R395940,R431032
R361627,R421686
R443434,R693248
R505657,R378143
R808588,R839568
R750303,R229886
R865510,R508280
R448904,R223893
R378371,R143465
R341278,R717061
R193895,R959558
R532380,R477554
R968461,R388918
R288873,R933604
R550521,R611963
R764148,R486332
R452917,R990020
R903238,R669849
R362640,R286784
R739853,R644706
R163469,R718721
R723806,R136923
R772528,R897512
R802894,R228745
R713607,R134168
R976736,R634653
R480467,R526071
R132406,R145651
R964343,R576190
R111815,R720795
R231371,R455041
R659126,R836685
R228538,R622172
R103042,R289539
R866992,R294246
R982687,R510396
R137295,R789316
R260626,R839011
R457737,R965788
R170856,R649792
R618808,R343027
R915681,R985802
R885456,R762040
R335415,R251732
R689715,R777958
R494061,R393152
R594964,R553068
R677481,R404567
R460281,R308095
R180789,R180967
R150123,R805306
R223489,R164208
R696497,R286243
R508848,R338296
R147738,R839845
R887500,R225993
R930426,R345868
R917759,R466846
R940719,R848117
R361565,R977572
R954308,R922229
R951162,R611689
R652056,R428584
R578231,R759295
R918808,R869557
R785167,R630124
R499027,R814292
R105751,R678512
R421304,R223149
R329865,R206347
R121139,R573050
R881236,R844181
R163828,R454558
R711022,R654351
R595253,R318262
R213896,R330988
R463476,R921689
R209391,R916442
R637257,R277306
R795559,R641557
R744434,R102096
R692193,R191438
R218572,R954145
R239510,R677880
R330291,R371489
R328380,R750919
R807627,R172166
R444164,R715278
R354847,R839127
R434662,R354354
R149314,R368062
R579896,R706716
R645126,R358135
R401397,R613635
R221352,R289714
R711467,R979950
R699796,R378771
R411988,R604069
R727510,R618691
R435896,R808134
R778082,R570831
R705709,R774123
R558856,R829420
R803874,R423196
R746385,R537896
R492005,R956602
R952443,R868624
R132907,R219243
R551428,R889359
R266413,R174465
R209074,R574143
R894965,R408658
R192587,R960955
R461015,R729077
R423759,R964457
R665038,R552945
R698788,R238467
R464928,R831021
R202369,R922003
R881072,R761035
R916423,R318691
R175552,R783827
R328064,R759636
R616128,R298207
R344641,R732545
R709423,R694117
R390012,R128362
R929065,R646505
R494430,R599418
R457750,R424918
R597959,R582232
R144027,R885563
R137191,R254867
R202334,R867573
R853801,R198942
R778260,R941591
R555741,R845751
R821248,R489201
R552270,R813863
R179261,R458747
R956550,R829358
R469569,R100327
R570754,R483331
R119148,R519609
R459622,R894753
R276992,R487027
R143580,R776868
R932095,R696617
R767046,R744125
R755778,R555114
R984231,R748640
R943796,R582429
R347822,R897233
R489449,R761683
R869313,R495598
R425527,R408781
R394072,R491635
R597303,R244939
R182747,R618652
R653868,R857704
R722778,R732621
R517103,R574897
R924920,R551427
R480536,R424530
R814541,R562049
R302328,R463674
R506125,R606655
R829147,R703040
R413590,R768958
R939336,R255116
R799343,R259146
R127626,R605449
R785110,R202710
R706173,R862734
R860738,R307810
R616443,R231843
R110524,R107035
R410385,R125438
R385419,R593908
R162613,R793256
R400482,R804493
R690184,R166117
R134946,R644101
R856900,R893703
R604823,R302208
R595513,R906204
R536180,R545774
R312284,R139678
R346603,R704345
R921548,R563712
R430764,R171519
R770902,R343659
R162241,R406667
R874302,R170918
R594407,R384830
R688026,R200901
R171684,R295258
R567151,R547725
R699289,R533570
R212469,R303974
R832538,R112037
R685647,R225173
R384428,R549610
R735104,R324556
R846034,R612340
R997268,R255830
R261542,R941580
R629477,R699161
R379885,R191936
R885453,R565454
R592385,R359985
R730787,R802898
R412620,R732227
R700073,R846742
R195777,R874001
R870700,R337342
R919227,R708759
R269851,R268284
R790621,R231709
R366510,R616105
R821833,R497298
R921340,R346086
R136378,R855702
R403882,R976633
R155285,R770776
R436995,R178935
R237189,R719663
R164198,R706088
R856009,R530435
R250615,R607505
R656356,R521812
R669564,R221249
R957048,R848516
R179444,R436021
R802858,R745760
R187457,R203469
R626316,R954752
R530908,R919060
R932502,R906248
R895363,R622417
R457011,R657849
R364739,R424708
R870899,R409351
R521238,R171547
R247863,R697527
R435767,R514162
R187395,R857524
R772970,R612844
R571620,R924854
R430851,R422210
R802871,R670791
R135006,R332490
R173268,R108367
R831291,R657379
R832047,R768789
R872145,R480314
R130912,R682973
R836624,R704083
R943658,R192008
R335566,R929158
R591290,R978599
R628057,R409344
R415820,R197651
R220431,R764790
R400363,R465451
R366180,R882848
R384104,R919191
R398256,R699035
R509850,R224763
R663137,R612331
R287083,R817092
R974921,R726901
R545248,R489417
R145962,R213091
R414409,R874084
R995615,R821759
R366359,R234793
R743934,R918692
R812671,R523572
R779314,R637585
R279779,R370950
R492903,R992816
R580214,R141871
R189768,R758557
R516332,R633884
R263627,R891254
R524286,R474304
R539737,R824472
R122180,R739254
R642954,R475587
R509566,R515707
R525825,R716505
R815351,R206867
R391076,R333548
R525804,R661087
R552173,R467582
R609567,R896641
R844853,R200611
R136892,R277575
R757698,R380638
R368803,R745956
R328172,R919402
R612808,R613867
R427542,R540247
R177470,R702246
R951219,R730426
R608509,R206215
R618507,R759777
R260901,R478396
R404906,R690951
R140746,R262825
R737579,R896227
R124454,R271210
R523478,R272813
R837562,R625267
R908005,R432208
R551037,R418711
R615252,R138712
R452381,R730698
R810872,R822399
R937931,R710998
R593296,R469362
R984266,R620485
R523693,R645942
R443289,R643159
R897218,R156709
R669405,R815674
R412450,R461756
R153521,R523571
R374812,R985055
R662981,R806778
R678501,R906892
R245514,R227121
R651006,R989180
R793547,R945961
R876726,R614761
R863864,R991958
R652223,R623955
R911125,R424267
R857272,R568326
R503490,R205013
R386538,R650332
R428320,R719854
R773433,R590890
R236391,R868283
R678407,R710546
R538989,R140238
R213572,R480070
R447927,R454836
R181033,R660712
R488937,R779112
R143411,R611304
R391388,R996528
R627098,R152203
R477179,R472494
R360464,R488832
R195019,R432478
R788055,R233278
R262902,R766764
R687380,R668894
R647467,R551275
R318652,R319051
R965466,R650217
R762238,R198681
R729064,R281223
R849086,R481241
R831503,R245044
R282214,R568654
R815123,R963202
R147134,R282314
R272958,R628183
R821997,R778503
R445890,R450517
R743142,R497420
R830660,R207370
R485449,R403606
R431917,R899149
R255832,R619591
R413333,R566663
R628906,R287932
R435450,R982738
R276884,R946897
R220491,R274891
R726866,R487081
R416584,R854561
R378430,R270863
R173901,R319053
R571800,R293381
R268202,R400219
R965794,R845789
R752324,R633394
R442201,R511276
R188955,R470757
R740080,R241234
R277382,R116940
R243175,R341609
R929164,R683148
R125853,R861899
R504843,R904009
R701426,R509301
R303735,R252608
R656593,R549921
R291940,R498097
R605662,R539629
R823982,R875737
R167298,R587576
R962680,R564244
R101569,R139256
R527920,R760718
R949511,R240132
R247602,R921291
R394252,R993369
R601433,R188719
R331863,R119461
R162420,R425166
R150319,R129122
R829559,R483222
R930734,R928786
R959568,R891608
R574510,R720182
R493762,R696668
R985655,R176961
R288191,R978233
R331144,R443850
R405672,R466157
R784247,R928369
R963374,R527445
R169024,R153526
R376290,R146475
R173582,R459596
R122827,R492177
R626087,R965533
R901788,R111340
R756658,R613991
R772513,R875153
R354315,R674717
R322714,R725507
R514426,R380521
R434918,R459249
R987606,R828951
R782629,R448966
R779041,R559864
R202529,R579399
R985661,R618416
R210572,R754530
R696517,R204341
R867269,R212493
R943909,R153151
R736822,R824893
R590654,R956516
R672837,R537124
R535300,R114440
R448417,R967716
R871357,R634330
R322679,R434496
R302175,R111543
R232609,R622572
R857030,R639895
R322514,R100962
R757273,R923715
R964907,R565970
R380170,R819984
R988496,R799498
R689265,R654372
R560933,R280743
R660275,R955585
R699480,R217248
R210490,R604654
R958176,R445927
R850502,R495742
R852005,R540997
R156400,R589166
R236083,R112538
R785143,R331263
R775950,R901986
R426217,R491567
R771778,R309302
R723727,R854986
R929275,R417289
R348460,R829639
R124540,R141934
R725376,R229800
R814154,R522098
R379616,R394985
R479853,R811097
R435759,R874497
R369522,R866053
R935078,R925468
R442635,R239182
R698048,R773473
R322984,R993141
R803179,R990723
R478677,R277421
R518877,R333826
R787230,R401425
R263378,R686628
R936480,R571961
R927642,R771378
R289525,R779073
R353461,R844144
R252008,R923878
R819453,R440507
R409012,R799742
R633602,R198810
R847879,R676883
R190310,R820908
R928582,R301281
R193260,R666429
R540425,R712233
R951629,R437778
R411159,R624178
R360840,R716137
R419558,R140307
R297226,R878197
R586141,R481745
R541199,R773818
R310293,R630107
R343353,R619785
R943715,R221247
R544358,R705502
R622593,R735101
R115682,R957348
R690231,R276095
R108504,R726328
R134226,R852209
R769711,R746541
R228120,R624163
R227018,R881659
R972028,R268158
R629364,R647096
R363018,R423885
R637083,R133441
R177567,R409684
R218057,R322146
R160230,R289128
R415826,R683223
R130631,R924658
R962414,R787945
R393868,R476365
R572015,R773765
R103183,R117246
R445208,R957476
R202423,R631693
R700575,R778017
R596959,R547993
R898947,R728963
R362233,R598189
R677779,R381401
R145834,R935201
R958547,R691494
R699644,R449766
R960167,R680767
R863616,R486607
R381846,R831388
R496877,R804556
R845466,R504968
R724407,R494153
R274948,R324084
R334279,R963553
R794197,R519543
R253741,R251670
R854275,R185813
R385144,R201357
R195820,R760135
R601481,R744879
R957722,R374662
R415699,R923383
R167326,R532255
R145334,R214171
R962519,R570763
R471064,R978637
R842423,R309320
R320589,R948212
R986400,R270886
R254145,R420816
R793242,R775700
R196098,R401482
R178505,R464474
R408699,R745871
R614711,R802888
R238450,R883274
R633966,R479384
R607543,R619223
R306075,R389288
R738261,R810789
R181467,R101705
R862555,R904584
R868481,R337458
R321807,R829237
R878566,R867804
R827052,R750734
R149611,R383694
R583203,R533485
R922631,R168192
R755481,R506041
R724912,R543539
R763866,R270015
R775315,R411989
R341333,R676060
R375653,R762195
R713762,R650591
R620688,R979132
R680480,R815729
R211724,R918869
R667244,R444185
R596121,R131870
R367270,R394626
R460083,R661667
R693349,R220687
R312108,R344186
R409782,R239876
R829881,R148584
R358033,R420667
R850127,R791488
R576437,R753782
